name,vehicleModelDate,value_mileage,model,bodyType,fuelType,seatingCapacity,color,price,addressLocality,addressRegion,transmision
Toyota,2023,27500,Voxy,MPV,Petrol,7,Hitam,455000000,Jakarta Pusat,Jabodetabek,AT
Daihatsu,2019,12500,Gran Max,Van,Petrol,9,Silver,129000000,Jakarta Barat,Jabodetabek,MT
Toyota,2015,122500,Alphard,MPV,Petrol,7,Hitam,475000000,Bekasi,Jabodetabek,AT
Mitsubishi,2023,12500,Xpander Cross,MPV,Petrol,7,Putih,282000000,Jakarta Pusat,Jabodetabek,AT
Chevrolet,2019,42500,TRAX,SUV,Petrol,5,Hitam,165000000,Jakarta Timur,Jabodetabek,AT
Chery,2023,7500,Tiggo 7 Pro,SUV,Petrol,5,Putih,275000000,Jakarta Pusat,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Timur,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Pusat,Jabodetabek,AT
Daihatsu,2021,72500,Ayla,Hatchback,Petrol,5,Kuning,107976190,Bandung,Jawa - Bali,MT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,178000000,Jakarta Timur,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Putih,229000000,Jakarta Pusat,Jabodetabek,AT
Subaru,2014,87500,Forester,SUV,Petrol,5,Hitam,220000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Tangerang,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Tangerang,Jabodetabek,AT
KIA,2021,32500,Sonet,SUV,Petrol,5,Hitam,199000000,Jakarta Pusat,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Pusat,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Utara,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,2500,City,Hatchback,Petrol,5,Abu-abu,260000000,Jakarta Pusat,Jabodetabek,AT
Mitsubishi,2022,32500,Pajero Sport,SUV,Diesel,7,Hitam,489000000,Jakarta Selatan,Jabodetabek,AT
Hyundai,2021,77500,H-1,MPV,Petrol,8,Hitam,329000000,Jakarta Barat,Jabodetabek,AT
Toyota,2022,32500,Veloz,MPV,Petrol,7,Silver,223000000,Jakarta Selatan,Jabodetabek,AT
Wuling,2019,37500,Cortez,MPV,Petrol,7,Coklat,138000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,2500,Kijang Innova Zenix,MPV,Hybrid,8,Hitam,490000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2022,52500,Pajero Sport,SUV,Diesel,7,Abu-abu,479000000,Jakarta Utara,Jabodetabek,AT
Toyota,2023,22500,Kijang Innova Zenix,MPV,Hybrid,7,Putih,545000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2023,47500,Kijang Innova Zenix,MPV,Petrol,7,Hitam,519000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2013,92500,Camry,Sedan,Petrol,5,Putih,165000000,Yogyakarta,Jawa - Bali,AT
Chevrolet,2016,67500,TRAX,SUV,Petrol,5,Putih,131000000,Jakarta Utara,Jabodetabek,AT
Toyota,2021,22500,Avanza,MPV,Petrol,7,Putih,167000000,Jakarta Utara,Jabodetabek,AT
Toyota,2021,52500,Avanza,MPV,Petrol,7,Silver,202000000,Depok,Jabodetabek,AT
Toyota,2021,22500,Avanza,MPV,Petrol,7,Putih,202000000,Depok,Jabodetabek,AT
Toyota,2023,22500,Veloz,MPV,Petrol,7,Hitam,258000000,Depok,Jabodetabek,AT
Mitsubishi,2023,22500,Xpander,MPV,Petrol,7,Putih,257000000,Depok,Jabodetabek,AT
Toyota,2020,42500,Kijang Innova,MPV,Petrol,8,Putih,298000000,Depok,Jabodetabek,AT
Honda,2020,52500,Odyssey,MPV,Petrol,7,Hitam,423000000,Depok,Jabodetabek,AT
Daihatsu,2019,27500,Sigra,MPV,Petrol,7,Putih,105000000,Depok,Jabodetabek,MT
Toyota,2022,42500,Kijang Innova,MPV,Diesel,7,Putih,465000000,Jakarta Utara,Jabodetabek,AT
Toyota,2019,67500,Kijang Innova,MPV,Petrol,8,Hitam,261000000,Jakarta Barat,Jabodetabek,AT
Toyota,2020,72500,Kijang Innova,MPV,Diesel,8,Hitam,367000000,Jakarta Barat,Jabodetabek,AT
Toyota,2019,47500,Kijang Innova,MPV,Petrol,8,Abu-abu,258000000,Bekasi,Jabodetabek,AT
Honda,2015,115000,Jazz,Hatchback,Petrol,5,Hitam,165000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,12500,Veloz,MPV,Petrol,7,Hitam,256000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,12500,Veloz,MPV,Petrol,7,Hitam,256000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,12500,Veloz,MPV,Petrol,7,Hitam,256000000,Jakarta Pusat,Jabodetabek,AT
Mazda,2024,12500,CX-3,SUV,Petrol,5,Silver,313000000,Jakarta Pusat,Jabodetabek,AT
Mercedes-Benz,2019,32500,C300,Sedan,Petrol,5,Putih,556000000,Jakarta Selatan,Jabodetabek,AT
Hyundai,2022,22500,Stargazer,MPV,Petrol,7,Marun,217000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,2500,Voxy,MPV,Petrol,7,Putih,520000000,Tangerang,Jabodetabek,AT
BMW,2016,37500,X5,SUV,Petrol,5,Hitam,388000000,Jakarta Barat,Jabodetabek,AT
Honda,2015,82500,HR-V,SUV,Petrol,5,Hitam,189000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2018,82500,Pajero Sport,SUV,Diesel,7,Hitam,378000000,Jakarta Utara,Jabodetabek,AT
Toyota,2022,27500,Voxy,MPV,Petrol,7,Hitam,455000000,Jakarta Utara,Jabodetabek,AT
Toyota,2022,27500,Raize,SUV,Petrol,5,Abu-abu,207000000,Jakarta Timur,Jabodetabek,AT
Honda,2022,37500,BR-V,SUV,Petrol,7,Abu-abu,242000000,Jakarta Pusat,Jabodetabek,AT
Daihatsu,2019,12500,Gran Max,Van,Petrol,9,Silver,129000000,Jakarta Barat,Jabodetabek,MT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Bogor,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Depok,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Pusat,Jabodetabek,AT
Mitsubishi,2023,12500,Xpander Cross,MPV,Petrol,7,Putih,282000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Bogor,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Tangerang,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Tangerang,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Barat,Jabodetabek,AT
Honda,2011,122500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Barat,Jabodetabek,AT
Honda,2011,122500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Timur,Jabodetabek,AT
Honda,2011,122500,Jazz,Hatchback,Petrol,5,Putih,116000000,Bekasi,Jabodetabek,AT
Honda,2011,122500,Jazz,Hatchback,Petrol,5,Putih,116000000,Tangerang,Jabodetabek,AT
Honda,2011,122500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Timur,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Timur,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Depok,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Utara,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Timur,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Selatan,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,57500,Raize,SUV,Petrol,5,Biru,195000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,178000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,2500,Kijang Innova Zenix,MPV,Petrol,8,Hitam,380000000,Tangerang,Jabodetabek,AT
Toyota,2024,2500,Kijang Innova Zenix,MPV,Petrol,8,Hitam,380000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Pusat,Jabodetabek,AT
Mazda,2016,137500,CX-5,SUV,Petrol,5,Merah,190000000,Tangerang,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Barat,Jabodetabek,AT
Toyota,2019,67500,Avanza,MPV,Petrol,7,Putih,144000000,Bekasi,Jabodetabek,MT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Barat,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Timur,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Pusat,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Tangerang,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Tangerang,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Pusat,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Timur,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Utara,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Tangerang,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Tangerang,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Utara,Jabodetabek,AT
Honda,2023,7500,HR-V,SUV,Petrol,5,Abu-abu,332000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Tangerang,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Pusat,Jabodetabek,AT
Mitsubishi,2016,82500,Pajero Sport,SUV,Diesel,7,Abu-abu,308000000,Depok,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Barat,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Utara,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Tangerang,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Pusat,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Tangerang,Jabodetabek,AT
Toyota,2019,67500,Avanza,MPV,Petrol,7,Putih,144000000,Bogor,Jabodetabek,MT
Suzuki,2017,67500,Ignis,SUV,Petrol,5,Putih,108000000,Bogor,Jabodetabek,AT
Honda,2023,42500,BR-V,SUV,Petrol,7,Putih,260000000,Jakarta Utara,Jabodetabek,AT
Daihatsu,2024,2500,Ayla,Hatchback,Petrol,5,Merah,123000000,Jakarta Utara,Jabodetabek,MT
Daihatsu,2021,42500,Ayla,Hatchback,Petrol,5,Hitam,110000000,Bogor,Jabodetabek,MT
Suzuki,2020,82500,Karimun Wagon R,Hatchback,Petrol,5,Silver,100000000,Bogor,Jabodetabek,MT
Toyota,2019,57500,Calya,MPV,Petrol,7,Hitam,116000000,Jakarta Pusat,Jabodetabek,MT
Toyota,2022,67500,Veloz,MPV,Petrol,7,Hitam,235000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Utara,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Selatan,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Utara,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Selatan,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2018,22500,Outlander Sport,SUV,Petrol,5,Putih,223000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Barat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Selatan,Jabodetabek,AT
Suzuki,2019,77500,Ertiga,MPV,Petrol,7,Silver,156000000,Depok,Jabodetabek,AT
Toyota,2021,42500,Kijang Innova,MPV,Diesel,7,Hitam,455000000,Jakarta Utara,Jabodetabek,AT
Toyota,2019,82500,Avanza,MPV,Petrol,7,Putih,143000000,Jakarta Timur,Jabodetabek,AT
Mazda,2016,137500,CX-5,SUV,Petrol,5,Merah,190000000,Jakarta Utara,Jabodetabek,AT
Mazda,2016,137500,CX-5,SUV,Petrol,5,Merah,190000000,Jakarta Timur,Jabodetabek,AT
Mazda,2016,137500,CX-5,SUV,Petrol,5,Merah,190000000,Tangerang,Jabodetabek,AT
Mazda,2016,137500,CX-5,SUV,Petrol,5,Merah,190000000,Jakarta Barat,Jabodetabek,AT
Mazda,2016,137500,CX-5,SUV,Petrol,5,Merah,190000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Pusat,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Bekasi,Jabodetabek,AT
Toyota,2021,32500,Avanza,MPV,Petrol,7,Putih,164000000,Tangerang,Jabodetabek,AT
Honda,2021,42500,Brio,Hatchback,Petrol,5,Putih,169000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Timur,Jabodetabek,AT
Daihatsu,2023,32500,Rocky,SUV,Petrol,5,Abu-abu,179000000,Jakarta Utara,Jabodetabek,MT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Utara,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Barat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Barat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Timur,Jabodetabek,AT
Daihatsu,2024,2500,Ayla,Hatchback,Petrol,5,Merah,123000000,Depok,Jabodetabek,MT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Barat,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Pusat,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Tangerang,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Selatan,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Utara,Jabodetabek,AT
Subaru,2014,87500,Forester,SUV,Petrol,5,Hitam,220000000,Jakarta Utara,Jabodetabek,AT
Subaru,2014,32500,Forester,SUV,Petrol,5,Hitam,220000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Bekasi,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Tangerang,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Barat,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Utara,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Utara,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Pusat,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Barat,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Selatan,Jabodetabek,AT
Honda,2024,2500,Brio,Hatchback,Petrol,5,Hitam,175000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Utara,Jabodetabek,AT
Mercedes-Benz,2023,2500,AMG G63,SUV,Petrol,5,Abu-abu,6599000000,Jakarta Utara,Jabodetabek,AT
Suzuki,2019,77500,Ertiga,MPV,Petrol,7,Silver,157000000,Tangerang,Jabodetabek,AT
Toyota,2024,7500,Voxy,MPV,Petrol,7,Putih,499000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,7500,Voxy,MPV,Petrol,7,Putih,499000000,Jakarta Pusat,Jabodetabek,AT
Toyota,2024,7500,Voxy,MPV,Petrol,7,Putih,499000000,Jakarta Utara,Jabodetabek,AT
Toyota,2024,7500,Voxy,MPV,Petrol,7,Putih,499000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Utara,Jabodetabek,AT
Toyota,2022,22500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,22500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Utara,Jabodetabek,AT
Suzuki,2015,32500,Karimun Wagon R,Hatchback,Petrol,5,Putih,87500000,Bandung,Jawa - Bali,MT
Nissan,2018,47500,Terra,SUV,Diesel,7,Coklat,319000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,12500,HR-V,SUV,Petrol,5,Merah,389000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Agya,Hatchback,Petrol,5,Putih,160000000,Tangerang,Jabodetabek,AT
Honda,2021,117500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Timur,Jabodetabek,AT
Honda,2021,117500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Timur,Jabodetabek,AT
Honda,2021,117500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Timur,Jabodetabek,AT
Honda,2011,117500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Utara,Jabodetabek,AT
Honda,2021,117500,Jazz,Hatchback,Petrol,5,Putih,116000000,Jakarta Timur,Jabodetabek,AT
Honda,2023,22500,City,Hatchback,Petrol,5,Hitam,254000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,22500,City,Hatchback,Petrol,5,Hitam,254000000,Jakarta Timur,Jabodetabek,AT
Honda,2023,22500,City,Hatchback,Petrol,5,Hitam,254000000,Jakarta Selatan,Jabodetabek,AT
Honda,2023,22500,City,Hatchback,Petrol,5,Hitam,254000000,Jakarta Barat,Jabodetabek,AT
Honda,2023,22500,City,Hatchback,Petrol,5,Hitam,254000000,Jakarta Pusat,Jabodetabek,AT
Mercedes-Benz,2009,82500,C300,Sedan,Petrol,5,Silver,260000000,Bandung,Jawa - Bali,AT
Daihatsu,2019,47500,Terios,SUV,Petrol,7,Putih,188000000,Jakarta Timur,Jabodetabek,AT
Wuling,2023,27500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Selatan,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Selatan,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Utara,Jabodetabek,AT
Toyota,2024,2500,Kijang Innova Zenix,MPV,Petrol,8,Hitam,380000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,2500,Kijang Innova Zenix,MPV,Petrol,8,Hitam,380000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Kijang Innova Zenix,MPV,Petrol,8,Hitam,380000000,Jakarta Utara,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Pusat,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2017,77500,Pajero Sport,SUV,Diesel,7,Putih,375000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2020,57500,Xpander,MPV,Petrol,7,Hitam,215000000,Tangerang,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Barat,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2024,2500,Avanza,MPV,Petrol,7,Hitam,229000000,Jakarta Utara,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Timur,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2021,27500,Avanza,MPV,Petrol,7,Hitam,189000000,Jakarta Utara,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Barat,Jabodetabek,AT
Mitsubishi,2017,107500,Pajero Sport,SUV,Diesel,7,Hitam,355000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Timur,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Selatan,Jabodetabek,AT
Toyota,2022,32500,Raize,SUV,Petrol,5,Hitam,179000000,Jakarta Utara,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Barat,Jabodetabek,AT
Daihatsu,2019,47500,Terios,SUV,Petrol,7,Putih,188000000,Jakarta Pusat,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Selatan,Jabodetabek,AT
Wuling,2023,22500,Air EV,Hatchback,Electric,4,Putih,159000000,Jakarta Utara,Jabodetabek,AT
Chery,2023,7500,Omoda 5,SUV,Petrol,5,Biru,225000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2022,12500,Xpander Cross,MPV,Petrol,7,Hitam,268000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2018,22500,Outlander Sport,SUV,Petrol,5,Putih,223000000,Jakarta Selatan,Jabodetabek,AT
Mitsubishi,2016,42500,Outlander Sport,SUV,Petrol,5,Hitam,145000000,Jakarta Selatan,Jabodetabek,MT
